637	1168
637	1169
637	1170
637	1171
638	1171
638	1172
639	1173
639	1174
640	1175
640	1176
641	1177
641	1178
642	1179
643	1181
644	1182
645	1183
646	1184
647	1185
648	1186
649	1187
649	1188
650	1188
650	1189
651	1190
652	1190
652	1191
653	1192
654	1193
655	1194
656	1194
657	1195
657	1196
658	1196
659	1197
660	1198
661	1199
662	1199
663	1200
664	1201
665	1202
666	1202
667	1203
668	1204
669	1205
670	1205
670	1206
671	1206
671	1207
672	1208
673	1208
674	1209
674	1210
675	1211
676	1211
677	1212
677	1213
678	1213
679	1214
680	1215
681	1216
682	1216
683	1217
684	1218
685	1219
686	1220
688	1220
689	1221
690	1221
691	1222
692	1222
693	1223
694	1224
695	1224
696	1225
697	1225
697	1226
698	1226
699	1226
699	1227
700	1227
701	1227
702	1228
703	1228
703	1229
704	1229
705	1229
706	1230
707	1230
707	1231
708	1231
708	1232
709	1233
710	1233
711	1233
712	1233
712	1234
714	1234
715	1235
716	1235
717	1236
718	1236
719	1236
720	1237
721	1237
721	1238
722	1238
723	1238
724	1238
725	1239
726	1239
727	1239
728	1239
729	1239
730	1239
731	1239
732	1239
733	1239
734	1239
735	1239
736	1239
737	1239
738	1240
739	1240
740	1240
741	1240
742	1240
743	1240
744	1240
746	1240
748	1240
749	1240
750	1240
751	1240
752	1240
753	1240
754	1240
755	1240
756	1240
757	1240
758	1240
759	1240
760	1240
760	1239
761	1239
762	1239
763	1239
764	1239
765	1239
766	1238
767	1238
768	1237
768	1236
769	1236
770	1236
771	1236
772	1235
773	1234
774	1233
775	1233
776	1232
777	1232
777	1231
778	1230
779	1230
779	1229
780	1229
781	1229
781	1228
782	1228
783	1228
783	1227
784	1227
785	1227
786	1226
787	1226
788	1225
789	1224
790	1224
791	1224
791	1223
792	1222
793	1222
794	1222
795	1221
796	1220
797	1219
797	1218
798	1218
798	1217
799	1216
799	1215
799	1214
800	1213
800	1212
801	1211
801	1209
802	1208
803	1207
804	1206
804	1205
805	1204
806	1202
807	1201
809	1200
810	1198
811	1197
812	1196
813	1195
814	1194
815	1193
816	1192
816	1191
817	1189
818	1189
819	1188
820	1187
821	1186
821	1185
822	1184
822	1183
823	1183
823	1182
824	1181
824	1180
825	1180
825	1179
825	1178
826	1178
826	1177
827	1176
827	1174
828	1173
828	1171
829	1170
830	1168
830	1166
832	1164
832	1162
833	1160
833	1159
834	1156
834	1155
835	1153
835	1151
835	1148
835	1147
836	1146
836	1144
836	1143
836	1141
836	1139
836	1138
836	1137
836	1135
836	1134
836	1133
836	1132
836	1131
836	1129
837	1128
837	1127
837	1125
837	1124
837	1123
837	1121
837	1119
837	1118
837	1117
837	1115
837	1114
837	1113
837	1112
837	1110
837	1109
837	1108
837	1107
837	1106
837	1103
837	1102
837	1100
836	1098
836	1095
836	1093
835	1090
835	1088
835	1085
834	1083
834	1082
833	1081
833	1079
832	1078
832	1077
832	1076
832	1074
832	1073
832	1072
832	1071
831	1071
831	1070
831	1069
831	1068
830	1067
830	1066
830	1065
829	1064
829	1063
829	1061
828	1060
828	1059
828	1058
828	1056
827	1055
827	1053
827	1052
827	1051
826	1049
826	1048
826	1047
826	1046
826	1045
825	1045
825	1044
825	1043
825	1042
825	1041
825	1040
825	1039
825	1038
824	1038
824	1037
824	1035
824	1034
824	1033
823	1031
823	1030
823	1029
822	1027
822	1026
822	1025
821	1023
821	1022
821	1021
821	1020
820	1019
820	1018
820	1017
820	1016
820	1015
819	1015
819	1014
819	1013
819	1012
819	1010
819	1009
819	1008
819	1007
818	1006
818	1005
818	1003
818	1002
818	1001
818	999
817	998
817	996
817	995
817	994
816	992
